NO,Code,Name,major categor,minor categor,,,
1406,U+1F9FF,nazar amulet,Objects,other-object,,,
1407,U+1FAAC,hamsa,Objects,other-object,,,
1408,U+1F5FF,moai,Objects,other-object,,,
1409,U+1FAA7,placard,Objects,other-object,,,
1410,U+1FAAA,identification card,Objects,other-object,,,
1411,U+1F3E7,ATM sign,Symbols,transport-sign,,,
1412,U+1F6AE,litter in bin sign,Symbols,transport-sign,,,
1413,U+1F6B0,potable water,Symbols,transport-sign,,,
1414,U+267F,wheelchair symbol,Symbols,transport-sign,,,
1415,U+1F6B9,men’s room,Symbols,transport-sign,,,
1416,U+1F6BA,women’s room,Symbols,transport-sign,,,
1417,U+1F6BB,restroom,Symbols,transport-sign,,,
1418,U+1F6BC,baby symbol,Symbols,transport-sign,,,
1419,U+1F6BE,water closet,Symbols,transport-sign,,,
1420,U+1F6C2,passport control,Symbols,transport-sign,,,
1421,U+1F6C3,customs,Symbols,transport-sign,,,
1422,U+1F6C4,baggage claim,Symbols,transport-sign,,,
1423,U+1F6C5,left luggage,Symbols,transport-sign,,,
1424,U+26A0,warning,Symbols,warning,,,
1425,U+1F6B8,children crossing,Symbols,warning,,,
1426,U+26D4,no entry,Symbols,warning,,,
1427,U+1F6AB,prohibited,Symbols,warning,,,
1428,U+1F6B3,no bicycles,Symbols,warning,,,
1429,U+1F6AD,no smoking,Symbols,warning,,,
1430,U+1F6AF,no littering,Symbols,warning,,,
1431,U+1F6B1,non-potable water,Symbols,warning,,,
1432,U+1F6B7,no pedestrians,Symbols,warning,,,
1433,U+1F4F5,no mobile phones,Symbols,warning,,,
1434,U+1F51E,no one under eighteen,Symbols,warning,,,
1435,U+2622,radioactive,Symbols,warning,,,
1436,U+2623,biohazard,Symbols,warning,,,
1437,U+2B06,up arrow,Symbols,arrow,,,
1438,U+2197,up-right arrow,Symbols,arrow,,,
1439,U+27A1,right arrow,Symbols,arrow,,,
1440,U+2198,down-right arrow,Symbols,arrow,,,
1441,U+2B07,down arrow,Symbols,arrow,,,
1442,U+2199,down-left arrow,Symbols,arrow,,,
1443,U+2B05,left arrow,Symbols,arrow,,,
1444,U+2196,up-left arrow,Symbols,arrow,,,
1445,U+2195,up-down arrow,Symbols,arrow,,,
1446,U+2194,left-right arrow,Symbols,arrow,,,
1447,U+21A9,right arrow curving left,Symbols,arrow,,,
1448,U+21AA,left arrow curving right,Symbols,arrow,,,
1449,U+2934,right arrow curving up,Symbols,arrow,,,
1450,U+2935,right arrow curving down,Symbols,arrow,,,
1451,U+1F503,clockwise vertical arrows,Symbols,arrow,,,
1452,U+1F504,counterclockwise arrows button,Symbols,arrow,,,
1453,U+1F519,BACK arrow,Symbols,arrow,,,
1454,U+1F51A,END arrow,Symbols,arrow,,,
1455,U+1F51B,ON! arrow,Symbols,arrow,,,
1456,U+1F51C,SOON arrow,Symbols,arrow,,,
1457,U+1F51D,TOP arrow,Symbols,arrow,,,
1458,U+1F6D0,place of worship,Symbols,religion,,,
1459,U+269B,atom symbol,Symbols,religion,,,
1460,U+1F549,om,Symbols,religion,,,
1461,U+2721,star of David,Symbols,religion,,,
1462,U+2638,wheel of dharma,Symbols,religion,,,
1463,U+262F,yin yang,Symbols,religion,,,
1464,U+271D,latin cross,Symbols,religion,,,
1465,U+2626,orthodox cross,Symbols,religion,,,
1466,U+262A,star and crescent,Symbols,religion,,,
1467,U+262E,peace symbol,Symbols,religion,,,
1468,U+1F54E,menorah,Symbols,religion,,,
1469,U+1F52F,dotted six-pointed star,Symbols,religion,,,
1470,U+1FAAF,khanda,Symbols,religion,,,
1471,U+2648,Aries,Symbols,zodiac,,,
1472,U+2649,Taurus,Symbols,zodiac,,,
1473,U+264A,Gemini,Symbols,zodiac,,,
1474,U+264B,Cancer,Symbols,zodiac,,,
1475,U+264C,Leo,Symbols,zodiac,,,
1476,U+264D,Virgo,Symbols,zodiac,,,
1477,U+264E,Libra,Symbols,zodiac,,,
1478,U+264F,Scorpio,Symbols,zodiac,,,
1479,U+2650,Sagittarius,Symbols,zodiac,,,
1480,U+2651,Capricorn,Symbols,zodiac,,,
1481,U+2652,Aquarius,Symbols,zodiac,,,
1482,U+2653,Pisces,Symbols,zodiac,,,
1483,U+26CE,Ophiuchus,Symbols,zodiac,,,
1484,U+1F500,shuffle tracks button,Symbols,av-symbol,,,
1485,U+1F501,repeat button,Symbols,av-symbol,,,
1486,U+1F502,repeat single button,Symbols,av-symbol,,,
1487,U+25B6,play button,Symbols,av-symbol,,,
1488,U+23E9,fast-forward button,Symbols,av-symbol,,,
1489,U+23ED,next track button,Symbols,av-symbol,,,
1490,U+23EF,play or pause button,Symbols,av-symbol,,,
1491,U+25C0,reverse button,Symbols,av-symbol,,,
1492,U+23EA,fast reverse button,Symbols,av-symbol,,,
1493,U+23EE,last track button,Symbols,av-symbol,,,
1494,U+1F53C,upwards button,Symbols,av-symbol,,,
1495,U+23EB,fast up button,Symbols,av-symbol,,,
1496,U+1F53D,downwards button,Symbols,av-symbol,,,
1497,U+23EC,fast down button,Symbols,av-symbol,,,
1498,U+23F8,pause button,Symbols,av-symbol,,,
1499,U+23F9,stop button,Symbols,av-symbol,,,
1500,U+23FA,record button,Symbols,av-symbol,,,
1501,U+23CF,eject button,Symbols,av-symbol,,,
1502,U+1F3A6,cinema,Symbols,av-symbol,,,
1503,U+1F505,dim button,Symbols,av-symbol,,,
1504,U+1F506,bright button,Symbols,av-symbol,,,
1505,U+1F4F6,antenna bars,Symbols,av-symbol,,,
1506,U+1F6DC,wireless,Symbols,av-symbol,,,
1507,U+1F4F3,vibration mode,Symbols,av-symbol,,,
1508,U+1F4F4,mobile phone off,Symbols,av-symbol,,,
1509,U+2640,female sign,Symbols,gender,,,
1510,U+2642,male sign,Symbols,gender,,,
1511,U+26A7,transgender symbol,Symbols,gender,,,
1512,U+2716,multiply,Symbols,math,,,
1513,U+2795,plus,Symbols,math,,,
1514,U+2796,minus,Symbols,math,,,
1515,U+2797,divide,Symbols,math,,,
1516,U+1F7F0,heavy equals sign,Symbols,math,,,
1517,U+267E,infinity,Symbols,math,,,
1518,U+203C,double exclamation mark,Symbols,punctuation,,,
1519,U+2049,exclamation question mark,Symbols,punctuation,,,
1520,U+2753,red question mark,Symbols,punctuation,,,
1521,U+2754,white question mark,Symbols,punctuation,,,
1522,U+2755,white exclamation mark,Symbols,punctuation,,,
1523,U+2757,red exclamation mark,Symbols,punctuation,,,
1524,U+3030,wavy dash,Symbols,punctuation,,,
1525,U+1F4B1,currency exchange,Symbols,currency,,,
1526,U+1F4B2,heavy dollar sign,Symbols,currency,,,
1527,U+2695,medical symbol,Symbols,other-symbol,,,
1528,U+267B,recycling symbol,Symbols,other-symbol,,,
1529,U+269C,fleur-de-lis,Symbols,other-symbol,,,
1530,U+1F531,trident emblem,Symbols,other-symbol,,,
1531,U+1F4DB,name badge,Symbols,other-symbol,,,
1532,U+1F530,Japanese symbol for beginner,Symbols,other-symbol,,,
1533,U+2B55,hollow red circle,Symbols,other-symbol,,,
1534,U+2705,check mark button,Symbols,other-symbol,,,
1535,U+2611,check box with check,Symbols,other-symbol,,,
1536,U+2714,check mark,Symbols,other-symbol,,,
1537,U+274C,cross mark,Symbols,other-symbol,,,
1538,U+274E,cross mark button,Symbols,other-symbol,,,
1539,U+27B0,curly loop,Symbols,other-symbol,,,
1540,U+27BF,double curly loop,Symbols,other-symbol,,,
1541,U+303D,part alternation mark,Symbols,other-symbol,,,
1542,U+2733,eight-spoked asterisk,Symbols,other-symbol,,,
1543,U+2734,eight-pointed star,Symbols,other-symbol,,,
1544,U+2747,sparkle,Symbols,other-symbol,,,
1545,U+00A9,copyright,Symbols,other-symbol,,,
1546,U+00AE,registered,Symbols,other-symbol,,,
1547,U+2122,trade mark,Symbols,other-symbol,,,
1548,U+0023 U+FE0F U+20E3,keycap: #,Symbols,keycap,,,
1549,U+002A U+FE0F U+20E3,keycap: *,Symbols,keycap,,,
1550,U+0030 U+FE0F U+20E3,keycap: 0,Symbols,keycap,,,
1551,U+0031 U+FE0F U+20E3,keycap: 1,Symbols,keycap,,,
1552,U+0032 U+FE0F U+20E3,keycap: 2,Symbols,keycap,,,
1553,U+0033 U+FE0F U+20E3,keycap: 3,Symbols,keycap,,,
1554,U+0034 U+FE0F U+20E3,keycap: 4,Symbols,keycap,,,
1555,U+0035 U+FE0F U+20E3,keycap: 5,Symbols,keycap,,,
1556,U+0036 U+FE0F U+20E3,keycap: 6,Symbols,keycap,,,
1557,U+0037 U+FE0F U+20E3,keycap: 7,Symbols,keycap,,,
1558,U+0038 U+FE0F U+20E3,keycap: 8,Symbols,keycap,,,
1559,U+0039 U+FE0F U+20E3,keycap: 9,Symbols,keycap,,,
1560,U+1F51F,keycap: 10,Symbols,keycap,,,
1561,U+1F520,input latin uppercase,Symbols,alphanum,,,
1562,U+1F521,input latin lowercase,Symbols,alphanum,,,
1563,U+1F522,input numbers,Symbols,alphanum,,,
1564,U+1F523,input symbols,Symbols,alphanum,,,
1565,U+1F524,input latin letters,Symbols,alphanum,,,
1566,U+1F170,A button (blood type),Symbols,alphanum,,,
1567,U+1F18E,AB button (blood type),Symbols,alphanum,,,
1568,U+1F171,B button (blood type),Symbols,alphanum,,,
1569,U+1F191,CL button,Symbols,alphanum,,,
1570,U+1F192,COOL button,Symbols,alphanum,,,
1571,U+1F193,FREE button,Symbols,alphanum,,,
1572,U+2139,information,Symbols,alphanum,,,
1573,U+1F194,ID button,Symbols,alphanum,,,
1574,U+24C2,circled M,Symbols,alphanum,,,
1575,U+1F195,NEW button,Symbols,alphanum,,,
1576,U+1F196,NG button,Symbols,alphanum,,,
1577,U+1F17E,O button (blood type),Symbols,alphanum,,,
1578,U+1F197,OK button,Symbols,alphanum,,,
1579,U+1F17F,P button,Symbols,alphanum,,,
1580,U+1F198,SOS button,Symbols,alphanum,,,
1581,U+1F199,UP! button,Symbols,alphanum,,,
1582,U+1F19A,VS button,Symbols,alphanum,,,
1583,U+1F201,Japanese “here” button,Symbols,alphanum,,,
1584,U+1F202,Japanese “service charge” button,Symbols,alphanum,,,
1585,U+1F237,Japanese “monthly amount” button,Symbols,alphanum,,,
1586,U+1F236,Japanese “not free of charge” button,Symbols,alphanum,,,
1587,U+1F22F,Japanese “reserved” button,Symbols,alphanum,,,
1588,U+1F250,Japanese “bargain” button,Symbols,alphanum,,,
1589,U+1F239,Japanese “discount” button,Symbols,alphanum,,,
1590,U+1F21A,Japanese “free of charge” button,Symbols,alphanum,,,
1591,U+1F232,Japanese “prohibited” button,Symbols,alphanum,,,
1592,U+1F251,Japanese “acceptable” button,Symbols,alphanum,,,
1593,U+1F238,Japanese “application” button,Symbols,alphanum,,,
1594,U+1F234,Japanese “passing grade” button,Symbols,alphanum,,,
1595,U+1F233,Japanese “vacancy” button,Symbols,alphanum,,,
1596,U+3297,Japanese “congratulations” button,Symbols,alphanum,,,
1597,U+3299,Japanese “secret” button,Symbols,alphanum,,,
1598,U+1F23A,Japanese “open for business” button,Symbols,alphanum,,,
1599,U+1F235,Japanese “no vacancy” button,Symbols,alphanum,,,
1600,U+1F534,red circle,Symbols,geometric,,,
1601,U+1F7E0,orange circle,Symbols,geometric,,,
1602,U+1F7E1,yellow circle,Symbols,geometric,,,
1603,U+1F7E2,green circle,Symbols,geometric,,,
1604,U+1F535,blue circle,Symbols,geometric,,,
1605,U+1F7E3,purple circle,Symbols,geometric,,,
1606,U+1F7E4,brown circle,Symbols,geometric,,,
1607,U+26AB,black circle,Symbols,geometric,,,
1608,U+26AA,white circle,Symbols,geometric,,,
1609,U+1F7E5,red square,Symbols,geometric,,,
1610,U+1F7E7,orange square,Symbols,geometric,,,
1611,U+1F7E8,yellow square,Symbols,geometric,,,
1612,U+1F7E9,green square,Symbols,geometric,,,
1613,U+1F7E6,blue square,Symbols,geometric,,,
1614,U+1F7EA,purple square,Symbols,geometric,,,
1615,U+1F7EB,brown square,Symbols,geometric,,,
1616,U+2B1B,black large square,Symbols,geometric,,,
1617,U+2B1C,white large square,Symbols,geometric,,,
1618,U+25FC,black medium square,Symbols,geometric,,,
1619,U+25FB,white medium square,Symbols,geometric,,,
1620,U+25FE,black medium-small square,Symbols,geometric,,,
1621,U+25FD,white medium-small square,Symbols,geometric,,,
1622,U+25AA,black small square,Symbols,geometric,,,
1623,U+25AB,white small square,Symbols,geometric,,,
1624,U+1F536,large orange diamond,Symbols,geometric,,,
1625,U+1F537,large blue diamond,Symbols,geometric,,,
1626,U+1F538,small orange diamond,Symbols,geometric,,,
1627,U+1F539,small blue diamond,Symbols,geometric,,,
1628,U+1F53A,red triangle pointed up,Symbols,geometric,,,
1629,U+1F53B,red triangle pointed down,Symbols,geometric,,,
1630,U+1F4A0,diamond with a dot,Symbols,geometric,,,
1631,U+1F518,radio button,Symbols,geometric,,,
1632,U+1F533,white square button,Symbols,geometric,,,
1633,U+1F532,black square button,Symbols,geometric,,,
1634,U+1F3C1,chequered flag,Flags,flag,,,
1635,U+1F6A9,triangular flag,Flags,flag,,,
1636,U+1F38C,crossed flags,Flags,flag,,,
1637,U+1F3F4,black flag,Flags,flag,,,
1638,U+1F3F3,white flag,Flags,flag,,,
1639,U+1F3F3 U+FE0F U+200D U+1F308,rainbow flag,Flags,flag,,,
1640,U+1F3F3 U+FE0F U+200D U+26A7 U+FE0F,transgender flag,Flags,flag,,,
1641,U+1F3F4 U+200D U+2620 U+FE0F,pirate flag,Flags,flag,,,
1642,U+1F1E6 U+1F1E8,flag: Ascension Island,Flags,country-flag,,,
1643,U+1F1E6 U+1F1E9,flag: Andorra,Flags,country-flag,,,
1644,U+1F1E6 U+1F1EA,flag: United Arab Emirates,Flags,country-flag,,,
1645,U+1F1E6 U+1F1EB,flag: Afghanistan,Flags,country-flag,,,
1646,U+1F1E6 U+1F1EC,flag: Antigua & Barbuda,Flags,country-flag,,,
1647,U+1F1E6 U+1F1EE,flag: Anguilla,Flags,country-flag,,,
1648,U+1F1E6 U+1F1F1,flag: Albania,Flags,country-flag,,,
1649,U+1F1E6 U+1F1F2,flag: Armenia,Flags,country-flag,,,
1650,U+1F1E6 U+1F1F4,flag: Angola,Flags,country-flag,,,
1651,U+1F1E6 U+1F1F6,flag: Antarctica,Flags,country-flag,,,
1652,U+1F1E6 U+1F1F7,flag: Argentina,Flags,country-flag,,,
1653,U+1F1E6 U+1F1F8,flag: American Samoa,Flags,country-flag,,,
1654,U+1F1E6 U+1F1F9,flag: Austria,Flags,country-flag,,,
1655,U+1F1E6 U+1F1FA,flag: Australia,Flags,country-flag,,,
1656,U+1F1E6 U+1F1FC,flag: Aruba,Flags,country-flag,,,
1657,U+1F1E6 U+1F1FD,flag: Åland Islands,Flags,country-flag,,,
1658,U+1F1E6 U+1F1FF,flag: Azerbaijan,Flags,country-flag,,,
1659,U+1F1E7 U+1F1E6,flag: Bosnia & Herzegovina,Flags,country-flag,,,
1660,U+1F1E7 U+1F1E7,flag: Barbados,Flags,country-flag,,,
1661,U+1F1E7 U+1F1E9,flag: Bangladesh,Flags,country-flag,,,
1662,U+1F1E7 U+1F1EA,flag: Belgium,Flags,country-flag,,,
1663,U+1F1E7 U+1F1EB,flag: Burkina Faso,Flags,country-flag,,,
1664,U+1F1E7 U+1F1EC,flag: Bulgaria,Flags,country-flag,,,
1665,U+1F1E7 U+1F1ED,flag: Bahrain,Flags,country-flag,,,
1666,U+1F1E7 U+1F1EE,flag: Burundi,Flags,country-flag,,,
1667,U+1F1E7 U+1F1EF,flag: Benin,Flags,country-flag,,,
1668,U+1F1E7 U+1F1F1,flag: St. Barthélemy,Flags,country-flag,,,
1669,U+1F1E7 U+1F1F2,flag: Bermuda,Flags,country-flag,,,
1670,U+1F1E7 U+1F1F3,flag: Brunei,Flags,country-flag,,,
1671,U+1F1E7 U+1F1F4,flag: Bolivia,Flags,country-flag,,,
1672,U+1F1E7 U+1F1F6,flag: Caribbean Netherlands,Flags,country-flag,,,
1673,U+1F1E7 U+1F1F7,flag: Brazil,Flags,country-flag,,,
1674,U+1F1E7 U+1F1F8,flag: Bahamas,Flags,country-flag,,,
1675,U+1F1E7 U+1F1F9,flag: Bhutan,Flags,country-flag,,,
1676,U+1F1E7 U+1F1FB,flag: Bouvet Island,Flags,country-flag,,,
1677,U+1F1E7 U+1F1FC,flag: Botswana,Flags,country-flag,,,
1678,U+1F1E7 U+1F1FE,flag: Belarus,Flags,country-flag,,,
1679,U+1F1E7 U+1F1FF,flag: Belize,Flags,country-flag,,,
1680,U+1F1E8 U+1F1E6,flag: Canada,Flags,country-flag,,,
1681,U+1F1E8 U+1F1E8,flag: Cocos (Keeling) Islands,Flags,country-flag,,,
1682,U+1F1E8 U+1F1E9,flag: Congo - Kinshasa,Flags,country-flag,,,
1683,U+1F1E8 U+1F1EB,flag: Central African Republic,Flags,country-flag,,,
1684,U+1F1E8 U+1F1EC,flag: Congo - Brazzaville,Flags,country-flag,,,
1685,U+1F1E8 U+1F1ED,flag: Switzerland,Flags,country-flag,,,
1686,U+1F1E8 U+1F1EE,flag: Côte d’Ivoire,Flags,country-flag,,,
1687,U+1F1E8 U+1F1F0,flag: Cook Islands,Flags,country-flag,,,
1688,U+1F1E8 U+1F1F1,flag: Chile,Flags,country-flag,,,
1689,U+1F1E8 U+1F1F2,flag: Cameroon,Flags,country-flag,,,
1690,U+1F1E8 U+1F1F3,flag: China,Flags,country-flag,,,
1691,U+1F1E8 U+1F1F4,flag: Colombia,Flags,country-flag,,,
1692,U+1F1E8 U+1F1F5,flag: Clipperton Island,Flags,country-flag,,,
1693,U+1F1E8 U+1F1F7,flag: Costa Rica,Flags,country-flag,,,
1694,U+1F1E8 U+1F1FA,flag: Cuba,Flags,country-flag,,,
1695,U+1F1E8 U+1F1FB,flag: Cape Verde,Flags,country-flag,,,
1696,U+1F1E8 U+1F1FC,flag: Curaçao,Flags,country-flag,,,
1697,U+1F1E8 U+1F1FD,flag: Christmas Island,Flags,country-flag,,,
1698,U+1F1E8 U+1F1FE,flag: Cyprus,Flags,country-flag,,,
1699,U+1F1E8 U+1F1FF,flag: Czechia,Flags,country-flag,,,
1700,U+1F1E9 U+1F1EA,flag: Germany,Flags,country-flag,,,
1701,U+1F1E9 U+1F1EC,flag: Diego Garcia,Flags,country-flag,,,
1702,U+1F1E9 U+1F1EF,flag: Djibouti,Flags,country-flag,,,
1703,U+1F1E9 U+1F1F0,flag: Denmark,Flags,country-flag,,,
1704,U+1F1E9 U+1F1F2,flag: Dominica,Flags,country-flag,,,
1705,U+1F1E9 U+1F1F4,flag: Dominican Republic,Flags,country-flag,,,
1706,U+1F1E9 U+1F1FF,flag: Algeria,Flags,country-flag,,,
1707,U+1F1EA U+1F1E6,flag: Ceuta & Melilla,Flags,country-flag,,,
1708,U+1F1EA U+1F1E8,flag: Ecuador,Flags,country-flag,,,
1709,U+1F1EA U+1F1EA,flag: Estonia,Flags,country-flag,,,
1710,U+1F1EA U+1F1EC,flag: Egypt,Flags,country-flag,,,
1711,U+1F1EA U+1F1ED,flag: Western Sahara,Flags,country-flag,,,
1712,U+1F1EA U+1F1F7,flag: Eritrea,Flags,country-flag,,,
1713,U+1F1EA U+1F1F8,flag: Spain,Flags,country-flag,,,
1714,U+1F1EA U+1F1F9,flag: Ethiopia,Flags,country-flag,,,
1715,U+1F1EA U+1F1FA,flag: European Union,Flags,country-flag,,,
1716,U+1F1EB U+1F1EE,flag: Finland,Flags,country-flag,,,
1717,U+1F1EB U+1F1EF,flag: Fiji,Flags,country-flag,,,
1718,U+1F1EB U+1F1F0,flag: Falkland Islands,Flags,country-flag,,,
1719,U+1F1EB U+1F1F2,flag: Micronesia,Flags,country-flag,,,
1720,U+1F1EB U+1F1F4,flag: Faroe Islands,Flags,country-flag,,,
1721,U+1F1EB U+1F1F7,flag: France,Flags,country-flag,,,
1722,U+1F1EC U+1F1E6,flag: Gabon,Flags,country-flag,,,
1723,U+1F1EC U+1F1E7,flag: United Kingdom,Flags,country-flag,,,
1724,U+1F1EC U+1F1E9,flag: Grenada,Flags,country-flag,,,
1725,U+1F1EC U+1F1EA,flag: Georgia,Flags,country-flag,,,
1726,U+1F1EC U+1F1EB,flag: French Guiana,Flags,country-flag,,,
1727,U+1F1EC U+1F1EC,flag: Guernsey,Flags,country-flag,,,
1728,U+1F1EC U+1F1ED,flag: Ghana,Flags,country-flag,,,
1729,U+1F1EC U+1F1EE,flag: Gibraltar,Flags,country-flag,,,
1730,U+1F1EC U+1F1F1,flag: Greenland,Flags,country-flag,,,
1731,U+1F1EC U+1F1F2,flag: Gambia,Flags,country-flag,,,
1732,U+1F1EC U+1F1F3,flag: Guinea,Flags,country-flag,,,
1733,U+1F1EC U+1F1F5,flag: Guadeloupe,Flags,country-flag,,,
1734,U+1F1EC U+1F1F6,flag: Equatorial Guinea,Flags,country-flag,,,
1735,U+1F1EC U+1F1F7,flag: Greece,Flags,country-flag,,,
1736,U+1F1EC U+1F1F8,flag: South Georgia & South Sandwich Islands,Flags,country-flag,,,
1737,U+1F1EC U+1F1F9,flag: Guatemala,Flags,country-flag,,,
1738,U+1F1EC U+1F1FA,flag: Guam,Flags,country-flag,,,
1739,U+1F1EC U+1F1FC,flag: Guinea-Bissau,Flags,country-flag,,,
1740,U+1F1EC U+1F1FE,flag: Guyana,Flags,country-flag,,,
1741,U+1F1ED U+1F1F0,flag: Hong Kong SAR China,Flags,country-flag,,,
1742,U+1F1ED U+1F1F2,flag: Heard & McDonald Islands,Flags,country-flag,,,
1743,U+1F1ED U+1F1F3,flag: Honduras,Flags,country-flag,,,
1744,U+1F1ED U+1F1F7,flag: Croatia,Flags,country-flag,,,
1745,U+1F1ED U+1F1F9,flag: Haiti,Flags,country-flag,,,
1746,U+1F1ED U+1F1FA,flag: Hungary,Flags,country-flag,,,
1747,U+1F1EE U+1F1E8,flag: Canary Islands,Flags,country-flag,,,
1748,U+1F1EE U+1F1E9,flag: Indonesia,Flags,country-flag,,,
1749,U+1F1EE U+1F1EA,flag: Ireland,Flags,country-flag,,,
1750,U+1F1EE U+1F1F1,flag: Israel,Flags,country-flag,,,
1751,U+1F1EE U+1F1F2,flag: Isle of Man,Flags,country-flag,,,
1752,U+1F1EE U+1F1F3,flag: India,Flags,country-flag,,,
1753,U+1F1EE U+1F1F4,flag: British Indian Ocean Territory,Flags,country-flag,,,
1754,U+1F1EE U+1F1F6,flag: Iraq,Flags,country-flag,,,
1755,U+1F1EE U+1F1F7,flag: Iran,Flags,country-flag,,,
1756,U+1F1EE U+1F1F8,flag: Iceland,Flags,country-flag,,,
1757,U+1F1EE U+1F1F9,flag: Italy,Flags,country-flag,,,
1758,U+1F1EF U+1F1EA,flag: Jersey,Flags,country-flag,,,
1759,U+1F1EF U+1F1F2,flag: Jamaica,Flags,country-flag,,,
1760,U+1F1EF U+1F1F4,flag: Jordan,Flags,country-flag,,,
1761,U+1F1EF U+1F1F5,flag: Japan,Flags,country-flag,,,
1762,U+1F1F0 U+1F1EA,flag: Kenya,Flags,country-flag,,,
1763,U+1F1F0 U+1F1EC,flag: Kyrgyzstan,Flags,country-flag,,,
1764,U+1F1F0 U+1F1ED,flag: Cambodia,Flags,country-flag,,,
1765,U+1F1F0 U+1F1EE,flag: Kiribati,Flags,country-flag,,,
1766,U+1F1F0 U+1F1F2,flag: Comoros,Flags,country-flag,,,
1767,U+1F1F0 U+1F1F3,flag: St. Kitts & Nevis,Flags,country-flag,,,
1768,U+1F1F0 U+1F1F5,flag: North Korea,Flags,country-flag,,,
1769,U+1F1F0 U+1F1F7,flag: South Korea,Flags,country-flag,,,
1770,U+1F1F0 U+1F1FC,flag: Kuwait,Flags,country-flag,,,
1771,U+1F1F0 U+1F1FE,flag: Cayman Islands,Flags,country-flag,,,
1772,U+1F1F0 U+1F1FF,flag: Kazakhstan,Flags,country-flag,,,
1773,U+1F1F1 U+1F1E6,flag: Laos,Flags,country-flag,,,
1774,U+1F1F1 U+1F1E7,flag: Lebanon,Flags,country-flag,,,
1775,U+1F1F1 U+1F1E8,flag: St. Lucia,Flags,country-flag,,,
1776,U+1F1F1 U+1F1EE,flag: Liechtenstein,Flags,country-flag,,,
1777,U+1F1F1 U+1F1F0,flag: Sri Lanka,Flags,country-flag,,,
1778,U+1F1F1 U+1F1F7,flag: Liberia,Flags,country-flag,,,
1779,U+1F1F1 U+1F1F8,flag: Lesotho,Flags,country-flag,,,
1780,U+1F1F1 U+1F1F9,flag: Lithuania,Flags,country-flag,,,
1781,U+1F1F1 U+1F1FA,flag: Luxembourg,Flags,country-flag,,,
1782,U+1F1F1 U+1F1FB,flag: Latvia,Flags,country-flag,,,
1783,U+1F1F1 U+1F1FE,flag: Libya,Flags,country-flag,,,
1784,U+1F1F2 U+1F1E6,flag: Morocco,Flags,country-flag,,,
1785,U+1F1F2 U+1F1E8,flag: Monaco,Flags,country-flag,,,
1786,U+1F1F2 U+1F1E9,flag: Moldova,Flags,country-flag,,,
1787,U+1F1F2 U+1F1EA,flag: Montenegro,Flags,country-flag,,,
1788,U+1F1F2 U+1F1EB,flag: St. Martin,Flags,country-flag,,,
1789,U+1F1F2 U+1F1EC,flag: Madagascar,Flags,country-flag,,,
1790,U+1F1F2 U+1F1ED,flag: Marshall Islands,Flags,country-flag,,,
1791,U+1F1F2 U+1F1F0,flag: North Macedonia,Flags,country-flag,,,
1792,U+1F1F2 U+1F1F1,flag: Mali,Flags,country-flag,,,
1793,U+1F1F2 U+1F1F2,flag: Myanmar (Burma),Flags,country-flag,,,
1794,U+1F1F2 U+1F1F3,flag: Mongolia,Flags,country-flag,,,
1795,U+1F1F2 U+1F1F4,flag: Macao SAR China,Flags,country-flag,,,
1796,U+1F1F2 U+1F1F5,flag: Northern Mariana Islands,Flags,country-flag,,,
1797,U+1F1F2 U+1F1F6,flag: Martinique,Flags,country-flag,,,
1798,U+1F1F2 U+1F1F7,flag: Mauritania,Flags,country-flag,,,
1799,U+1F1F2 U+1F1F8,flag: Montserrat,Flags,country-flag,,,
1800,U+1F1F2 U+1F1F9,flag: Malta,Flags,country-flag,,,
1801,U+1F1F2 U+1F1FA,flag: Mauritius,Flags,country-flag,,,
1802,U+1F1F2 U+1F1FB,flag: Maldives,Flags,country-flag,,,
1803,U+1F1F2 U+1F1FC,flag: Malawi,Flags,country-flag,,,
1804,U+1F1F2 U+1F1FD,flag: Mexico,Flags,country-flag,,,
1805,U+1F1F2 U+1F1FE,flag: Malaysia,Flags,country-flag,,,
1806,U+1F1F2 U+1F1FF,flag: Mozambique,Flags,country-flag,,,
1807,U+1F1F3 U+1F1E6,flag: Namibia,Flags,country-flag,,,
1808,U+1F1F3 U+1F1E8,flag: New Caledonia,Flags,country-flag,,,
1809,U+1F1F3 U+1F1EA,flag: Niger,Flags,country-flag,,,
1810,U+1F1F3 U+1F1EB,flag: Norfolk Island,Flags,country-flag,,,
1811,U+1F1F3 U+1F1EC,flag: Nigeria,Flags,country-flag,,,
1812,U+1F1F3 U+1F1EE,flag: Nicaragua,Flags,country-flag,,,
1813,U+1F1F3 U+1F1F1,flag: Netherlands,Flags,country-flag,,,
1814,U+1F1F3 U+1F1F4,flag: Norway,Flags,country-flag,,,
1815,U+1F1F3 U+1F1F5,flag: Nepal,Flags,country-flag,,,
1816,U+1F1F3 U+1F1F7,flag: Nauru,Flags,country-flag,,,
1817,U+1F1F3 U+1F1FA,flag: Niue,Flags,country-flag,,,
1818,U+1F1F3 U+1F1FF,flag: New Zealand,Flags,country-flag,,,
1819,U+1F1F4 U+1F1F2,flag: Oman,Flags,country-flag,,,
1820,U+1F1F5 U+1F1E6,flag: Panama,Flags,country-flag,,,
1821,U+1F1F5 U+1F1EA,flag: Peru,Flags,country-flag,,,
1822,U+1F1F5 U+1F1EB,flag: French Polynesia,Flags,country-flag,,,
